Dataset	Level1	Level2	Genre	Baseline	Score
sentence2phrase.train	In its report adopted on 15 November the Commission concluded that operating aid under Regulation 1540/98 has not provided a solution to the problem of South Korean pricing practices.	no solution to South Korea's troubles of pricing practices	Newswire	0.74	4.06
sentence2phrase.train	Ramiro Zapata was the latest of 25 human rights activists to be murdered and, recently, the Colombian press condemned the paramilitary groups' "Plan 100" to kill one hundred human rights activists.	the condemnation of Colombian paramilitary groups' "Plan 100" to kill one hundred human rights activists	Newswire	2.49	3.13
sentence2phrase.train	Both this food authority and the legislative proposals being proposed, which aim to guarantee food safety, will receive the support of this House, Commissioner.	poor conditions in sweat shops	Newswire	0.16	0.21
sentence2phrase.train	This can also be regarded as a competition-related issue, as duty-free goods can continue to be sold in the southern part of the Baltic on the crossing between Stockholm and Helsinki, whereas they are not permitted to be sold on the journey between Umeå and Vasa.	regulation on the sale of duty-free goods around the Baltic Sea	Newswire	0.52	4.16
sentence2phrase.train	Nobody will believe a word he says.	no credibility	Newswire	0.41	4.59
sentence2phrase.train	A black box, a blacklist: we are in complete agreement with all these things, but there are still a few points I would like to bring to your attention.	forbidden list	Newswire	0.24	1.88
sentence2phrase.train	The responsible clarified that the investigation will be authorized as soon that "all formalities are fulfilled".	investigation pending on formal documents	Newswire	0.91	4.59
sentence2phrase.train	Airports such as Orly, Schiphol and Barcelona already meet strict requirements.	airport delays	Newswire	0.65	1.46
sentence2phrase.train	It is a gravity dam, which holds back the waters through sheer mass.	rise in the price of black tea	Newswire	0.51	0.0
sentence2phrase.train	The point that the honourable Member makes is an important one.	its institutional structure and policies	Newswire	0.29	1.25
sentence2phrase.train	Jeter, who dislocated his left shoulder in a collision March 31, took batting practice on the field for the first time Monday.	the first time in batting practice since the injury	Newswire	1.02	3.54
sentence2phrase.train	In 2002, Forbes magazine estimated Clancy's earnings at US$47.8m.	Forbes magazine's estimation of Clancy's income	Newswire	1.34	4.28
sentence2phrase.train	It should thus promote the setting-up of new regional organisations, beginning where the Community already has a presence, such as in the western Pacific and south Pacific.	community expansion of new regional organisations	Newswire	1.35	3.96
sentence2phrase.train	Leaders agreed to an expanded and updated Asia-Europe cooperation framework 2000 which forms the work programme for the coming decade.	Asia-Europe framework expansion	Newswire	0.72	2.81
sentence2phrase.train	(Since more than 12 Members of Parliament stood up, the oral amendment was not retained).	Parliament voting	Newswire	1.04	2.71
sentence2phrase.train	Mrs Chairman, a series of high-profile ship disasters, particularly involving oil tankers, has hit our continent in the recent past.	ship accidents	Newswire	0.34	3.34
sentence2phrase.train	Prince Philip, who is aged 92, was hospitalised on June 6 to be given exploratory surgery on his abdomen.	the international risks of global warming	Newswire	0.21	0.0
sentence2phrase.train	I should also like to add that these two texts focus, in particular, on strengthening the framework of criminal law in order to fight organised rings of facilitators.	organised crime	Newswire	0.55	2.09
sentence2phrase.train	It must be remembered that the fisheries agreement with Morocco is much more than a simple fisheries agreement; as he knows, if this agreement were not reached, bearing in mind its significance, this fact might conceal a deterioration in the relations between the European Union and Morocco.	fisheries agreements between the EU and Morocco	Newswire	0.56	3.75
sentence2phrase.train	As part of peace talks between Israel and the Palestinian National Authority, Israel released on Tuesday early in the morning 26 Palestinian prisoners imprisoned before the 1994 Oslo accords for murder or attempted murder of Israelis.	skiing business	Newswire	0.16	0.0
sentence2phrase.train	Tartan Day was designated as a holiday by the US Senate, "National Tartan Day", in 1998.	US Senate's "National Tartan Day" holiday est.1998	Newswire	1.59	4.38
sentence2phrase.train	In the undergraduate case, Rehnquist said the use of race was not "narrowly tailored" to achieve the university's asserted interest in diversity.	fears about a further softening of the market.	Newswire	0.26	0.0
sentence2phrase.train	But a state judge has ruled that the so-called "double jeopardy" protections do not apply in the case.	inapplicability of double-jeopardy provisions	Newswire	0.55	4.59
sentence2phrase.train	I think that reminded us in Europe of the important role that we have in Asia, not just in economic and trade terms, though it has to be said that one of the reasons for Asia's recovery has been that we have kept our word to keep our markets open to Asian exports over the last two years.	market trade between continents	Newswire	0.22	2.5
sentence2phrase.train	The heads of government have also confirmed the Union's determination to back this process with technical and economic assistance.	Support within economics	Newswire	0.59	3.34
sentence2phrase.train	Just across a river, St. Joseph has trendy restaurants, boutiques, offices and a picturesque beachfront.	all four pages of the Constitution	Newswire	0.21	0.0
sentence2phrase.train	He wanted the Presidency to outline the way forward at Nice.	Important person controlling Nice	Newswire	0.54	3.13
sentence2phrase.train	The question raised therefore provides the Presidency-in-Office with an opportunity to clarify several points.	the White House	Newswire	0.32	1.25
sentence2phrase.train	We are not looking for scapegoats, either in our institutions or in our Member States.	delicious Goat cheese	Newswire	0.28	0.0
sentence2phrase.train	That is why, in my opinion, the amendments tabled by Mr Bernd Lange are so important.	the importance of Mr Bernd Lange	Newswire	1.28	1.25
sentence2phrase.train	In Europe, France's CAC-40 rose 0.6 percent, Britain's FTSE 100 slipped 0.02 percent and Germany's DAX index advanced 0.8 percent.	rising stock prices	Newswire	0.14	3.75
sentence2phrase.train	In the same vein, at the time of the vote on the resolution on the embargo as part of the Third Commission of the General Assembly of the United Nations which met on 9 November 2000, we launched an appeal to the Cuban authorities to cooperate fully with international organisations defending human rights.	a campaign for the international defense of human rights	Newswire	0.42	3.13
sentence2phrase.train	could be interpreted as a sign that Britain is not interested in creating a better world.	Britain's disinterest in a better world	Newswire	1.17	2.71
sentence2phrase.train	At Bletchley Park, Turing had worked on breaking the Enigma code used by the Nazis during World War II.	Ossie Ardiles's car accident in Falkland Islands	Newswire	0.2	0.0
sentence2phrase.train	One of Scotland's national treasures, William Wallace's sword, left Scotland for the first time in 700 years.	Scottish sword, a national treasure	Newswire	1.25	2.91
sentence2phrase.train	A year or two later, 259, or 10 per cent, of the youths reported that they had started to smoke, or had taken just a few puffs.	mild tobacco use by youth	Newswire	0.4	4.16
sentence2phrase.train	Further to the comment which Danielle Auroi made just now on the subject of the countries of the South, I would add that there are some expert estimates which provide some interesting figures, for instance, a range between USD 50 and 250 billion, which could be recovered by a Tobin-type tax, whereas, at the same time, the UNDP [United Nations Development Programme] amounts to USD 40 billion per annum, which would be sufficient to guarantee minimum living conditions for the hundreds of millions of deprived people in the countries of the third world.	tax revenues covering third world living costs	Newswire	0.2	2.5
sentence2phrase.train	Along with the name change, the airline has redesigned its website, and changed the name of each of its classes of service.	new website, new classifications	Newswire	0.65	3.75
sentence2phrase.train	However, we ought not to focus on Kosovo alone.	focusing on Kosovo	Newswire	1.54	3.13
sentence2phrase.train	I can simply point out the fact that France and Germany - and here I am no longer speaking as President-in-Office of the Council - raised these questions during a bilateral summit in Vittel last week, where it was decided to form a working group in order to find a solution to the problem.	EU co-operation	Newswire	0.13	1.88
