Dataset	Domain	Sent1	Sent2	Sent1_original	Sent2_original
STS2017	track4a.es-en	A large group of triathlon athletes are competing in a race through the streets of the city.	A group of outdoor enthusiasts are traveling as a group to their campsite up in the mountains.	Un gran grupo de atletas de triatlón están compitiendo en una carrera por las calles de la ciudad.	A group of outdoor enthusiasts are traveling as a group to their campsite up in the mountains.
STS2017	track4a.es-en	A group of people is resting near hills and cliffs.	A group of girls are overlooking the water.	Un grupo de personas está descansando cerca de colinas y acantilados.	A group of girls are overlooking the water.
STS2017	track4a.es-en	An adult and a child are ruining their nails.	An adult and a child sitting down and both are biting their fingernails.	Un adulto y un niño están arruinando sus uñas.	An adult and a child sitting down and both are biting their fingernails.
STS2017	track4a.es-en	People are buying vegetables.	Some of the people are shopping for clothes.	La gente está comprando verduras.	Some of the people are shopping for clothes.
STS2017	track4a.es-en	One man plays the guitar while another plays the drums on stage.	The man is playing a guitar while another plays the drums behind him.	Un hombre toca la guitarra mientras otro toca la batería en un escenario.	The man is playing a guitar while another plays the drums behind him.
STS2017	track4a.es-en	The group of men competed.	The group of men are from Chippendales.	El grupo de hombres compitió.	The group of men are from Chippendales.
STS2017	track4a.es-en	There is a very large crowd watching the presentation	There is a crowd watching a performance.	Hay una multitud muy grande viendo la presentación	There is a crowd watching a performance.
STS2017	track4a.es-en	They are singing too.	Two musicians are completely out of tune.	Ellos están cantando también.	Two musicians are completely out of tune.
STS2017	track4a.es-en	There is a lady carrying children in her two hands.	The woman's hands are full with what she is carrying.	Hay una señora llevando a niños en sus dos manos.	The woman's hands are full with what she is carrying.
STS2017	track4a.es-en	Many people are resting in the grass.	The people are sleeping in the grass.	Mucha gente está descansando en la hierba.	The people are sleeping in the grass.
STS2017	track4a.es-en	The woman walks alone on the sidewalk.	A woman walks on the sidewalk.	La mujer camina sola en la acera.	A woman walks on the sidewalk.
STS2017	track4a.es-en	A pianist and a singer are ready to perform.	The musician have a guitar and is waiting to perform.	Un pianista y un cantante están listos para actuar.	The musician have a guitar and is waiting to perform.
STS2017	track4a.es-en	They are alone.	They are alone.	Ellos están solos.	They are alone.
STS2017	track4a.es-en	A cigarette is light.	A man is smoking a cigarette and holding a honeycomb.	Un cigarrillo es luz.	A man is smoking a cigarette and holding a honeycomb.
STS2017	track4a.es-en	A boy is in an office building.	A child is in an office building.	Un niño está en un edificio de oficinas.	A child is in an office building.
STS2017	track4a.es-en	A monkey eats	the kid eats a frog	Un mono come	the kid eats a frog
STS2017	track4a.es-en	A dog jumps over obstacles for a canine show.	A dog jumps over something.	Un perro salta sobre los obstáculos para un show canino.	A dog jumps over something.
STS2017	track4a.es-en	A man is holding hats trying to sell them on the street.	A man tries to sell something on the street.	Un hombre está sosteniendo sombreros tratando de venderlos en la calle.	A man tries to sell something on the street.
STS2017	track4a.es-en	The trees are all lush and green.	All of the trees are green with freshly bloomed leaves.	Los árboles son todos exuberantes y verdes.	All of the trees are green with freshly bloomed leaves.
STS2017	track4a.es-en	An older woman sits next to a small girl who is wearing a striped dress.	A woman is dressed up.	Una mujer mayor se sienta al lado de una niña pequeña que está usando un vestido de rayas.	A woman is dressed up.
STS2017	track4a.es-en	They are watching their favorite team play.	They are cheering for their favorite team.	Ellos están viendo a su equipo favorito jugar.	They are cheering for their favorite team.
STS2017	track4a.es-en	You can see more than one dog in the photo.	You can see that there is more than one animal in the shot.	Puedes ver más de un perro en la foto.	You can see that there is more than one animal in the shot.
STS2017	track4a.es-en	A man wearing a helmet riding his bicycle down the street.	A man is riding a blue bicycle helmet down a busy street.	Un hombre que lleva un casco montando su bicicleta por la calle.	A man is riding a blue bicycle helmet down a busy street.
STS2017	track4a.es-en	A woman sits while playing a guitar.	A woman is playing a piano.	Una mujer se sienta mientras toca una guitarra.	A woman is playing a piano.
STS2017	track4a.es-en	A woman looks at another person.	A woman is looking at a person.	Una mujer mira a otra persona.	A woman is looking at a person.
STS2017	track4a.es-en	The police are trying to help people.	The people are trying to get home.	La policía está tratando de ayudar a la gente.	The people are trying to get home.
STS2017	track4a.es-en	A boy with a pacifier in his mouth is sitting in a suitcase.	A child in a stroller with a pacifier in its mouth.	Un niño con un chupete en su boca está sentado en una maleta.	A child in a stroller with a pacifier in its mouth.
STS2017	track4a.es-en	There are people participating in competitive swimming.	These people are swimming in a competition.	Hay personas participando en natación competitiva.	These people are swimming in a competition.
STS2017	track4a.es-en	A group of people sitting around discussing something.	There is a group of people standing around, looking like they are waiting for something.	Un grupo de personas está sentado discutiendo algo.	There is a group of people standing around, looking like they are waiting for something.
STS2017	track4a.es-en	A group of people posing outside a building for a photo shoot of a magazine.	A group of people pose for a photograph.	Un grupo de personas posando fuera de un edificio para una sesión de fotos de una revista.	A group of people pose for a photograph.
STS2017	track4a.es-en	A group of three young adults stopped to pose for a photo outside a clothing store.	The children are taking a picture outside.	Un grupo de tres jóvenes adultos se detuvo para posar para una foto fuera de una tienda de ropa.	The children are taking a picture outside.
STS2017	track4a.es-en	A girl runs down the street.	A boy runs down the street.	Una chica corre por la calle.	A boy runs down the street.
STS2017	track4a.es-en	A young man turning a screwdriver.	A young person turning a screwdriver.	Un hombre joven que gira un destornillador.	A young person turning a screwdriver.
STS2017	track4a.es-en	A boy is with his pet.	A man holding a child and a baby.	Un niño está con su mascota.	A man holding a child and a baby.
STS2017	track4a.es-en	A man flies on a carpet.	Dogs pull a man on a sled down a hill.	Un hombre vuela sobre una alfombra.	Dogs pull a man on a sled down a hill.
STS2017	track4a.es-en	The woman is crying while she plays the guitar.	The man is singing and the woman is playing guitar.	La mujer está llorando mientras toca la guitarra.	The man is singing and the woman is playing guitar.
STS2017	track4a.es-en	The child jumps to the other mattress.	The child is holding the toys up to his eyes.	El niño salta al otro colchón.	The child is holding the toys up to his eyes.
STS2017	track4a.es-en	A shirtless boy is taking a nap in the grass.	A boy walking in the grass.	Un muchacho sin camisa está tomando la siesta en la hierba.	A boy walking in the grass.
STS2017	track4a.es-en	A man sleeps in his bed.	An old person sleeps in a bed.	Un hombre duerme en su cama.	An old person sleeps in a bed.
STS2017	track4a.es-en	The white dog is getting a bath in the canine hairdressers.	The white dog is taking a bath	El perro blanco está recibiendo un baño en los peluqueros caninos.	The white dog is taking a bath
STS2017	track4a.es-en	A woman reading while waiting for a train.	A man is reading while waiting for a bus.	Una mujer leyendo mientras espera un tren.	A man is reading while waiting for a bus.
STS2017	track4a.es-en	An Asian man standing by a door points to something.	A person stands with their back to us.	Un hombre asiático de pie junto a una puerta apunta a algo.	A person stands with their back to us.
STS2017	track4a.es-en	A woman and a young girl are seated at a table in a restaurant.	a woman and a boy are sitting at a table	Una mujer y una jovencita están sentadas en una mesa en un restaurante.	a woman and a boy are sitting at a table
STS2017	track4a.es-en	The man wears a thong and is standing on the stool.	A man wearing tan pants and blue shirt is sitting on a sidewalk resting.	El hombre usa tanga y está de pie sobre el taburete.	A man wearing tan pants and blue shirt is sitting on a sidewalk resting.
STS2017	track4a.es-en	A girl is reading about trains.	There is a girl reading.	Una niña está leyendo sobre trenes.	There is a girl reading.
STS2017	track4a.es-en	The animals are domesticated.	The dogs are reptiles.	Los animales están domesticados.	The dogs are reptiles.
STS2017	track4a.es-en	Two men are together preparing to do gymnastics.	The men and women are going to perform.	Dos hombres están juntos preparándose para hacer gimnasia.	The men and women are going to perform.
STS2017	track4a.es-en	A person is tying his hair in a forest	A person is in the water and throwing their hair back.	Una persona está atándose el cabello en un bosque	A person is in the water and throwing their hair back.
